ContractPVCName,ResidenceBuildingTypeCode,MonthlyDeviceNumber,TotalOctetReceived,TotalOctetTransmitted,Gender,ReAgreementYesNo,TransferYesNo,WifiSubscriptionYesNo,SalesSmallYesNo,InternetCount,WingsCount,MaxServiceAfscrbPassoverPeriod,MinAgreementExpirationRemainingMonthCount,MaxGeneralConsultationCount,MaxQualityConsultationCount,MaxTermConsultationCount,MaxSaleConsultationCount,MaxFeeConsultationCount,MaxEtcConsultationCount,InternetProductName,AgeGroup,iptv_yn
대구,단독주택,0,0,0,F,N,N,N,N,0,0,41,0,0,0,0,0,0,0,Unknown,40대,Y
전남,아파트,0,0,0,F,N,N,N,N,0,0,86,0,0,0,0,0,0,0,Unknown,10대,Y
강원,아파트,0,0,0,M,N,Y,N,Unknown,1,0,182,0,0,0,1,0,0,1,광랜,40대,Y
경북,아파트,0,0,0,F,N,N,N,N,0,0,78,0,0,0,0,0,0,0,Unknown,50대,Y
전북,아파트,0,0,0,M,N,N,N,N,0,0,111,0,0,0,0,0,0,0,Unknown,50대,Y
경기,아파트,0,0,0,F,N,N,N,N,0,0,62,0,0,0,0,0,0,0,Unknown,30대,Y
경기,일반건물,0,0,0,M,N,N,N,N,0,0,111,0,0,0,0,0,0,0,Unknown,60대,Y
서울,아파트,0,0,0,M,N,Y,N,N,1,0,88,0,0,0,0,0,0,0,광랜,40대,Y
경북,단독주택,0,0,0,F,N,N,N,N,0,0,72,0,0,0,0,0,0,0,Unknown,30대,Y
경기,아파트,0,0,0,F,N,N,N,N,0,0,58,0,0,0,0,0,0,0,Unknown,60대,Y
경기,아파트,0,0,0,F,N,N,N,N,0,0,175,0,0,0,0,0,0,0,Unknown,50대,Y
서울,아파트,0,0,0,M,N,N,N,N,0,0,63,0,0,0,0,0,0,0,Unknown,60대,Y
대구,단독주택,0,0,0,M,N,N,N,Unknown,0,0,148,0,0,0,0,0,0,0,Unknown,50대,Y
경기,아파트,0,0,0,F,N,Y,N,Unknown,1,0,132,0,0,0,0,0,0,0,기가라이트,60대,Y
전남,단독주택,0,0,0,F,N,N,N,N,0,0,32,5,0,0,0,0,0,0,Unknown,40대,Y
부산,단독주택,0,0,0,M,N,N,N,N,0,0,82,0,0,0,0,0,0,0,Unknown,60대,Y
부산,일반건물,0,0,0,F,N,Y,N,Unknown,1,0,214,0,0,0,0,0,0,0,광랜,60대,N
대전,단독주택,0,0,0,M,N,Y,N,N,1,0,28,9,0,0,0,0,0,0,기가라이트,40대,Y
부산,아파트,0,0,0,M,N,Y,N,N,1,0,69,0,0,1,0,0,0,0,기가,40대,Y
부산,아파트,0,0,0,F,N,N,N,N,0,0,111,0,0,0,0,0,0,0,Unknown,50대,Y
부산,아파트,0,0,0,M,N,N,N,N,0,0,41,0,0,0,0,0,0,0,Unknown,50대,Y
경기,아파트,0,0,0,F,N,N,N,N,0,0,116,0,0,0,0,0,0,0,Unknown,50대,Y
서울,단독주택,0,0,0,M,N,N,N,N,0,0,47,0,0,0,0,0,0,0,Unknown,70대,Y
전북,일반건물,0,0,0,F,N,N,N,N,0,0,5,32,0,0,0,0,0,0,Unknown,60대,Y
울산,아파트,0,0,0,F,N,Y,N,Unknown,0,0,120,0,0,0,0,0,0,0,Unknown,50대,Y
서울,아파트,0,0,0,M,Y,Y,N,Unknown,1,0,298,0,0,0,0,0,0,1,광랜,60대,N
경기,아파트,0,0,0,F,Y,N,N,N,0,0,93,15,0,0,0,0,0,0,Unknown,60대,Y
경기,아파트,0,0,0,M,Y,Y,N,N,1,0,194,0,0,0,0,0,0,0,광랜,40대,Y
서울,공동주택,0,0,0,M,N,N,N,N,0,0,35,2,0,0,0,0,0,0,Unknown,60대,Y
경남,아파트,0,0,0,F,N,N,N,N,0,0,23,14,0,0,0,0,0,0,Unknown,40대,Y
서울,공동주택,0,0,0,F,N,Y,N,N,0,0,62,0,0,0,0,0,0,0,Unknown,60대,Y
경기,아파트,0,0,0,F,N,N,N,N,0,0,29,8,0,0,0,0,0,0,Unknown,30대,Y
경남,공동주택,0,0,0,F,N,Y,N,Unknown,1,0,239,0,0,0,0,0,0,0,광랜,50대,N
경남,아파트,0,0,0,F,N,N,N,N,0,0,53,0,0,0,0,0,0,0,Unknown,60대,Y
제주,공동주택,0,0,0,F,N,N,N,N,0,0,21,16,0,0,0,0,0,0,Unknown,50대,Y
충북,아파트,0,0,0,M,N,N,N,N,0,0,16,21,0,0,0,0,0,0,Unknown,60대,Y
대구,아파트,0,0,0,M,N,N,N,N,0,0,123,0,0,0,0,0,0,0,Unknown,50대,Y
전남,단독주택,0,0,0,M,N,N,N,N,0,0,14,23,0,0,0,0,0,0,Unknown,30대,Y
경기,아파트,0,0,0,M,Y,Y,N,Unknown,1,0,147,0,0,0,0,0,0,0,광랜,50대,Y
부산,아파트,0,0,0,F,N,N,N,N,0,0,33,4,0,0,0,0,0,0,Unknown,70대,Y
서울,일반건물,0,0,0,F,N,N,N,N,0,0,45,0,0,0,0,0,0,0,Unknown,40대,Y
경기,아파트,0,0,0,M,Y,N,N,Unknown,0,0,144,0,0,0,0,0,0,0,Unknown,50대,Y
경북,아파트,0,0,0,M,N,N,N,N,0,0,102,0,0,0,0,0,0,0,Unknown,30대,Y
경기,아파트,0,0,0,F,N,N,N,N,0,0,60,0,0,0,0,0,0,0,Unknown,40대,Y
대전,공동주택,0,0,0,M,Y,N,N,N,0,0,47,25,0,0,0,0,0,0,Unknown,50대,Y
경기,공동주택,0,0,0,M,N,N,N,N,0,0,109,0,0,0,0,0,0,0,Unknown,50대,Y
경기,공동주택,0,0,0,F,N,Y,N,N,1,0,89,0,0,0,0,0,0,0,광랜,30대,Y
경남,아파트,0,0,0,F,Y,N,N,N,0,0,50,25,0,0,0,0,0,0,Unknown,50대,Y
경기,아파트,0,0,0,M,N,N,N,N,0,0,18,19,0,0,0,0,0,0,Unknown,40대,Y
부산,공동주택,0,0,0,M,N,N,N,N,0,0,5,32,0,0,0,0,0,0,Unknown,60대,Y
부산,아파트,0,0,0,F,N,N,N,N,0,0,98,0,0,0,0,0,0,0,Unknown,20대,Y
경기,아파트,0,0,0,F,N,N,N,N,0,0,59,0,0,0,0,0,0,0,Unknown,60대,Y
경남,단독주택,0,0,0,M,Y,N,N,N,0,0,104,0,0,0,0,0,0,0,Unknown,60대,Y
경남,아파트,0,0,0,F,N,Y,N,N,1,0,23,14,0,0,0,0,0,0,기가라이트,70대,N
경기,아파트,0,0,0,M,N,N,N,N,0,0,53,0,0,0,0,0,0,0,Unknown,50대,Y
제주,단독주택,0,0,0,M,N,N,N,N,0,0,8,29,0,0,0,0,0,0,Unknown,80대,Y
인천,아파트,0,0,0,M,Y,N,N,Unknown,0,0,151,33,0,0,0,0,0,0,Unknown,50대,Y
대전,아파트,0,0,0,F,N,N,N,N,0,0,4,33,0,0,0,0,0,0,Unknown,30대,Y
부산,아파트,0,0,0,M,N,N,N,N,0,0,109,0,0,0,0,0,0,0,Unknown,40대,Y
서울,아파트,0,0,0,M,N,N,N,Unknown,0,0,156,0,0,0,0,0,0,0,Unknown,60대,Y
서울,공동주택,0,0,0,M,N,N,N,N,0,0,38,0,0,0,0,0,0,0,Unknown,60대,Y
대구,단독주택,0,0,0,F,N,N,N,N,0,0,21,16,0,0,0,0,0,0,Unknown,50대,Y
전북,아파트,0,0,0,F,N,N,N,N,0,0,92,0,0,0,0,0,0,0,Unknown,50대,Y
전남,아파트,0,0,0,F,Y,N,N,N,0,0,55,0,0,0,0,0,0,0,Unknown,40대,Y
서울,공동주택,0,0,0,F,N,N,N,N,0,0,90,0,0,0,0,0,0,0,Unknown,70대,Y
충북,아파트,0,0,0,M,N,N,N,N,0,0,47,0,0,0,0,0,0,0,Unknown,30대,Y
서울,단독주택,0,0,0,F,Y,Y,N,Unknown,1,0,183,0,0,0,0,0,0,0,광랜,40대,Y
경기,아파트,0,0,0,F,N,N,N,N,0,0,131,0,0,0,0,0,0,0,Unknown,60대,Y
부산,아파트,0,0,0,M,N,N,N,N,0,0,23,14,0,0,0,0,0,0,Unknown,50대,Y
충북,아파트,0,0,0,M,N,N,N,N,0,0,18,19,0,0,0,0,0,0,Unknown,50대,Y
부산,아파트,0,0,0,M,N,Y,N,Unknown,0,0,119,0,0,0,0,0,0,0,Unknown,50대,Y
경기,아파트,0,0,0,F,N,N,N,N,0,0,6,31,0,0,0,0,0,0,Unknown,30대,Y
서울,공동주택,0,0,0,M,Y,N,N,N,0,0,96,0,0,0,0,0,0,0,Unknown,50대,Y
서울,아파트,0,0,0,M,N,N,N,N,0,0,62,0,0,0,0,0,0,0,Unknown,20대,Y
광주,공동주택,0,0,0,M,N,N,N,N,0,0,5,32,0,0,0,0,0,0,Unknown,60대,Y
인천,아파트,0,0,0,F,N,Y,N,Unknown,0,0,130,0,0,0,0,0,0,0,Unknown,40대,Y
전북,단독주택,0,0,0,F,N,Y,N,N,0,0,45,0,0,0,0,0,0,0,Unknown,40대,Y
대전,아파트,0,0,0,M,N,N,N,N,0,0,68,0,0,0,0,0,0,0,Unknown,50대,Y
경기,아파트,0,0,0,M,N,N,N,N,0,0,124,0,0,0,0,0,0,0,Unknown,60대,Y
충북,아파트,0,0,0,F,Y,N,N,N,0,0,39,34,0,0,0,0,0,0,Unknown,40대,Y
경기,단독주택,0,0,0,M,N,Y,N,N,0,0,20,16,0,0,0,0,0,0,Unknown,40대,Y
부산,아파트,0,0,0,F,N,Y,N,Unknown,1,0,174,0,0,0,0,0,0,0,광랜,70대,N
서울,아파트,0,0,0,F,N,N,N,N,0,0,30,0,0,0,0,0,0,0,Unknown,40대,Y
서울,아파트,0,0,0,F,N,N,N,Unknown,0,0,143,0,0,0,0,0,0,0,Unknown,60대,Y
부산,단독주택,0,0,0,M,N,Y,N,N,0,0,2,35,0,0,0,0,0,0,Unknown,60대,Y
대구,아파트,0,0,0,M,N,N,N,N,0,0,87,0,0,0,0,0,0,0,Unknown,40대,Y
세종,아파트,0,0,0,M,N,N,N,N,0,0,11,26,0,0,0,0,0,0,Unknown,60대,Y
강원,아파트,0,0,0,F,N,N,N,Unknown,0,0,151,0,0,0,0,0,0,0,Unknown,50대,Y
경기,아파트,0,0,0,F,N,Y,N,N,1,0,168,0,0,0,0,0,0,0,광랜,40대,Y
충남,아파트,0,0,0,M,N,N,N,Unknown,0,0,149,0,0,0,0,0,0,0,Unknown,40대,Y
경남,아파트,0,0,0,M,N,N,N,N,0,0,4,33,0,0,0,0,0,0,Unknown,50대,Y
서울,단독주택,0,0,0,M,Y,N,N,Unknown,0,0,153,30,0,0,0,0,0,0,Unknown,60대,Y
대구,아파트,0,0,0,F,N,Y,N,Unknown,1,0,149,0,0,0,0,0,0,0,광랜,50대,Y
서울,아파트,0,0,0,F,N,N,N,Unknown,0,0,135,0,0,0,0,0,0,0,Unknown,50대,Y
인천,일반건물,0,0,0,M,N,Y,N,N,1,0,10,27,0,0,0,0,0,0,광랜,30대,N
서울,아파트,0,0,0,M,N,N,N,N,0,0,115,0,0,0,0,0,0,0,Unknown,60대,Y
대구,단독주택,0,0,0,M,N,Y,N,Unknown,0,0,124,0,0,0,0,0,0,0,Unknown,40대,Y
경북,아파트,0,0,0,M,N,N,N,Unknown,0,0,148,0,0,0,0,0,0,0,Unknown,50대,Y
경기,아파트,0,0,0,F,N,N,N,Unknown,0,0,126,0,0,0,0,0,0,0,Unknown,50대,Y
경남,단독주택,0,0,0,M,N,N,N,N,0,0,83,0,0,0,0,0,0,0,Unknown,70대,Y
부산,아파트,0,0,0,F,N,N,N,N,0,0,71,0,0,0,0,0,0,0,Unknown,60대,Y
서울,단독주택,0,0,0,M,N,N,N,N,0,0,19,18,0,0,0,0,0,0,Unknown,60대,Y
경남,아파트,0,0,0,F,N,N,N,N,0,0,22,15,0,0,0,0,0,0,Unknown,70대,Y
서울,일반건물,0,0,0,F,N,Y,N,N,1,0,101,0,0,0,0,0,0,0,기가라이트,30대,N
대구,아파트,0,0,0,F,N,N,N,N,0,0,57,0,0,0,0,0,0,0,Unknown,50대,Y
서울,아파트,0,0,0,M,N,N,N,Unknown,0,0,170,0,0,0,0,0,0,0,Unknown,40대,Y
서울,아파트,0,0,0,M,N,N,N,Y,0,0,2,35,0,0,0,0,0,0,Unknown,30대,Y
경북,아파트,0,0,0,F,N,Y,N,N,1,0,91,0,1,1,0,0,0,1,기가라이트,50대,Y
인천,공동주택,0,0,0,M,N,N,N,Y,0,0,121,0,0,0,0,0,0,0,Unknown,40대,Y
강원,아파트,0,0,0,F,N,N,N,Unknown,0,0,158,0,0,0,0,0,0,0,Unknown,50대,Y
경기,아파트,0,0,0,M,N,N,N,N,0,0,17,20,0,0,0,0,0,0,Unknown,60대,Y
경기,아파트,0,0,0,M,Y,N,N,N,0,0,108,18,0,0,0,0,0,0,Unknown,60대,Y
충북,아파트,0,0,0,M,N,N,N,N,0,0,61,0,0,0,0,0,0,0,Unknown,60대,Y
대전,단독주택,0,0,0,M,N,Y,N,N,1,0,263,0,0,0,0,0,0,0,광랜,70대,Y
경기,아파트,0,0,0,M,N,N,N,N,0,0,91,0,0,0,0,0,0,0,Unknown,50대,Y
광주,아파트,0,0,0,F,N,N,N,N,0,0,116,0,0,0,0,0,0,0,Unknown,60대,Y
부산,아파트,0,0,0,F,N,N,N,N,0,0,28,9,0,0,0,0,0,0,Unknown,70대,Y
부산,아파트,0,0,0,M,N,N,N,N,0,0,60,0,0,0,0,0,0,0,Unknown,10대,Y
인천,아파트,0,0,0,M,N,N,N,N,0,0,131,0,0,0,0,0,0,0,Unknown,40대,Y
전북,아파트,0,0,0,F,N,N,N,N,0,0,29,8,0,0,0,0,0,0,Unknown,50대,Y
대구,아파트,0,0,0,F,N,N,N,N,0,0,15,22,0,0,0,0,0,0,Unknown,50대,Y
경기,아파트,0,0,0,M,N,N,N,N,0,0,33,4,0,0,0,0,0,0,Unknown,40대,Y
인천,아파트,0,0,0,F,N,N,N,N,0,0,58,0,0,0,0,0,0,0,Unknown,50대,Y
경남,아파트,0,0,0,M,N,Y,N,N,1,0,69,0,0,0,0,0,0,0,광랜,50대,Y
서울,공동주택,0,0,0,M,N,N,N,N,0,0,15,22,0,0,0,0,0,0,Unknown,30대,Y
경남,아파트,0,0,0,M,N,N,N,N,0,0,25,12,0,0,0,0,0,0,Unknown,50대,Y
전남,단독주택,0,0,0,M,N,N,N,N,0,0,142,0,0,0,0,0,0,0,Unknown,50대,Y
부산,아파트,0,0,0,F,N,Y,N,N,1,0,24,13,0,0,0,0,0,0,기가라이트,70대,Y
경기,아파트,0,0,0,M,N,N,N,N,0,0,14,23,0,0,0,0,0,0,Unknown,40대,Y
대전,공동주택,0,0,0,M,Y,N,N,N,0,0,79,22,0,0,0,0,0,0,Unknown,30대,Y
경기,공동주택,0,0,0,F,N,Y,N,N,0,0,9,28,0,0,0,0,0,0,Unknown,60대,Y
경기,아파트,0,0,0,M,N,N,N,N,0,0,59,0,0,0,0,0,0,0,Unknown,50대,Y
경남,아파트,0,0,0,F,Y,Y,N,Unknown,1,0,184,0,0,0,0,0,0,0,광랜,50대,N
대구,아파트,0,0,0,F,N,N,N,Y,0,0,8,29,0,0,0,0,0,0,Unknown,70대,Y
부산,단독주택,0,0,0,F,N,N,N,N,0,0,23,16,0,0,0,0,0,0,Unknown,50대,Y
대전,단독주택,0,0,0,F,N,Y,N,N,1,0,70,0,0,0,0,0,0,0,광랜,70대,Y
부산,아파트,0,0,0,M,N,N,N,N,0,0,97,0,0,0,0,0,0,0,Unknown,70대,Y
서울,아파트,0,0,0,M,N,Y,N,N,1,0,45,0,0,0,0,0,0,0,광랜,30대,Y
경남,아파트,0,0,0,M,Y,N,N,N,0,0,114,0,0,0,0,0,0,0,Unknown,40대,Y
인천,일반건물,0,0,0,M,N,Y,N,N,0,0,51,0,0,0,0,0,0,0,Unknown,50대,Y
충남,단독주택,0,0,0,M,N,Y,N,Unknown,1,0,222,0,0,0,0,0,0,0,광랜,60대,N
광주,아파트,0,0,0,F,N,N,N,Y,0,0,44,0,0,0,0,0,0,0,Unknown,40대,Y
서울,아파트,0,0,0,F,N,N,N,Unknown,0,0,118,0,0,0,0,0,0,0,Unknown,40대,Y
인천,아파트,0,0,0,F,N,Y,N,Unknown,1,0,208,0,0,0,0,0,0,0,기가라이트,60대,N
인천,아파트,0,0,0,M,N,Y,N,N,0,0,13,24,0,0,0,0,0,0,Unknown,60대,Y
경기,아파트,0,0,0,F,N,N,N,N,0,0,15,22,0,0,0,0,0,0,Unknown,50대,Y
강원,아파트,0,0,0,M,N,Y,N,N,1,0,35,2,0,0,0,0,0,0,광랜,30대,Y
경북,단독주택,0,0,0,M,N,N,N,N,0,0,42,0,0,0,0,0,0,0,Unknown,40대,Y
대구,아파트,0,0,0,M,Y,Y,N,N,0,0,6,31,0,0,0,0,0,0,Unknown,60대,Y
충남,아파트,0,0,0,F,N,Y,N,N,1,0,89,0,0,0,0,0,0,0,기가라이트,40대,Y
전남,아파트,0,0,0,M,Y,Y,N,Unknown,1,0,135,36,0,0,1,0,0,1,기가라이트,40대,Y
서울,아파트,0,0,0,F,Y,N,N,Unknown,0,0,134,25,0,0,0,0,0,0,Unknown,40대,Y
충남,아파트,0,0,0,M,N,N,N,N,0,0,6,31,0,0,0,0,0,0,Unknown,40대,Y
대전,아파트,0,0,0,M,N,N,N,N,0,0,116,0,0,0,0,0,0,0,Unknown,60대,Y
대전,아파트,0,0,0,M,N,N,N,Unknown,0,0,126,0,0,0,0,0,0,0,Unknown,40대,Y
경기,아파트,0,0,0,F,N,N,N,N,0,0,12,25,0,0,0,0,0,0,Unknown,60대,Y
서울,단독주택,0,0,0,M,Y,N,N,N,0,0,77,4,0,0,0,0,0,0,Unknown,50대,Y
서울,단독주택,0,0,0,F,N,N,N,N,0,0,25,12,0,0,0,0,0,0,Unknown,40대,Y
경기,아파트,0,0,0,M,Y,N,N,N,0,0,58,0,0,0,0,0,0,0,Unknown,30대,Y
광주,단독주택,0,0,0,F,N,N,N,Y,0,0,7,30,0,0,0,0,0,0,Unknown,50대,Y
경남,아파트,0,0,0,M,N,N,N,N,0,0,66,0,0,0,0,0,0,0,Unknown,30대,Y
서울,아파트,0,0,0,M,N,N,N,N,0,0,90,0,0,0,0,0,0,0,Unknown,50대,Y
경남,단독주택,0,0,0,F,N,Y,N,Unknown,1,0,119,0,0,0,0,0,0,0,광랜,50대,N
인천,아파트,0,0,0,M,N,N,N,N,0,0,17,20,0,0,0,0,0,0,Unknown,50대,Y
경남,아파트,0,0,0,F,N,N,N,N,0,0,83,0,0,0,0,0,0,0,Unknown,30대,Y
경기,아파트,0,0,0,M,N,N,N,N,0,0,50,0,0,0,0,0,0,0,Unknown,60대,Y
광주,아파트,0,0,0,F,N,N,N,N,0,0,15,22,0,0,0,0,0,0,Unknown,20대,Y
부산,단독주택,0,0,0,M,Y,Y,N,N,1,0,111,0,0,1,0,0,0,0,광랜,50대,Y
경기,단독주택,0,0,0,M,N,Y,N,N,1,0,9,28,0,0,0,0,0,0,기가라이트,20대,N
경기,아파트,0,0,0,F,N,N,N,N,0,0,11,26,0,0,0,0,0,0,Unknown,60대,Y
전북,아파트,0,0,0,F,N,N,N,N,0,0,1,36,0,0,0,0,0,0,Unknown,60대,Y
광주,아파트,0,0,0,F,N,N,N,N,0,0,57,0,0,0,0,0,0,0,Unknown,70대,Y
인천,아파트,0,0,0,M,N,N,N,Unknown,0,0,163,0,0,0,0,0,0,0,Unknown,40대,Y
경북,아파트,0,0,0,M,N,Y,N,N,0,0,101,0,0,0,0,0,0,0,Unknown,60대,Y
부산,아파트,0,0,0,F,N,N,N,N,0,0,54,0,0,0,0,0,0,0,Unknown,60대,Y
부산,아파트,0,0,0,M,N,N,N,N,0,0,24,12,0,0,0,0,0,1,Unknown,50대,Y
서울,아파트,0,0,0,F,N,N,N,N,0,0,18,19,0,0,0,0,0,0,Unknown,30대,Y
대구,아파트,0,0,0,F,N,N,N,Unknown,0,0,143,0,0,0,0,0,0,0,Unknown,50대,Y
경기,아파트,0,0,0,M,N,N,N,N,0,0,33,4,0,0,0,0,0,0,Unknown,40대,Y
서울,공동주택,0,0,0,F,N,N,N,N,0,0,24,13,0,0,0,0,0,0,Unknown,30대,Y
경기,아파트,0,0,0,F,N,N,N,Y,0,0,74,0,0,0,0,0,0,0,Unknown,50대,Y
경기,아파트,0,0,0,M,N,N,N,N,0,0,66,0,0,1,0,0,0,0,Unknown,50대,Y
인천,아파트,0,0,0,F,N,N,N,N,0,0,116,0,0,0,0,0,0,0,Unknown,50대,Y
경북,아파트,0,0,0,M,N,Y,N,N,1,0,60,0,0,0,0,0,0,0,기가,30대,N
서울,아파트,0,0,0,M,N,N,N,Unknown,0,0,140,0,0,0,0,0,0,0,Unknown,50대,Y
인천,아파트,0,0,0,F,N,N,N,N,0,0,93,0,0,0,0,0,0,0,Unknown,30대,Y
경남,공동주택,0,0,0,F,N,N,N,N,0,0,121,0,0,0,1,0,0,0,Unknown,60대,Y
전남,아파트,0,0,0,F,N,N,N,N,0,0,19,18,0,0,0,0,0,0,Unknown,50대,Y
인천,아파트,0,0,0,M,N,Y,N,N,1,0,27,10,0,0,0,0,0,0,기가라이트,40대,Y
서울,아파트,0,0,0,M,N,N,N,Unknown,0,0,141,0,0,0,0,0,0,0,Unknown,40대,Y
인천,아파트,0,0,0,M,N,N,N,Y,0,0,67,0,0,0,0,0,0,0,Unknown,70대,Y
경기,아파트,0,0,0,F,N,N,N,N,0,0,22,15,0,0,0,0,0,0,Unknown,60대,Y
서울,공동주택,0,0,0,M,N,N,N,N,0,0,4,33,0,0,0,0,0,0,Unknown,30대,Y
경남,아파트,0,0,0,F,N,N,N,N,0,0,101,0,0,0,0,0,0,0,Unknown,70대,Y
서울,공동주택,0,0,0,F,Y,N,N,N,0,0,110,21,0,0,0,0,0,0,Unknown,50대,Y
경기,아파트,0,0,0,F,Y,N,N,N,0,0,116,0,0,0,0,0,0,0,Unknown,50대,Y
경북,아파트,0,0,0,M,Y,N,N,N,0,0,71,13,0,0,0,0,0,0,Unknown,30대,Y
충남,일반건물,0,0,0,F,N,Y,N,N,1,0,96,0,0,0,0,0,0,0,광랜,40대,N
경기,아파트,0,0,0,F,Y,Y,N,N,0,0,12,25,0,0,0,0,0,0,Unknown,70대,Y
전남,일반건물,0,0,0,F,N,N,N,N,0,0,22,15,0,0,0,0,0,0,Unknown,20대,Y
인천,아파트,0,0,0,F,N,N,N,N,0,0,145,0,0,0,0,0,0,0,Unknown,60대,Y
서울,단독주택,0,0,0,M,N,N,N,Unknown,0,0,122,0,0,0,0,0,0,0,Unknown,30대,Y
인천,아파트,0,0,0,M,N,N,N,N,0,0,10,27,0,0,0,0,0,0,Unknown,30대,Y
부산,공동주택,0,0,0,M,Y,Y,N,N,0,0,121,0,0,0,0,0,0,0,Unknown,30대,Y
서울,아파트,0,0,0,M,N,Y,N,Unknown,1,0,138,0,0,0,0,0,0,0,기가,50대,Y
경기,아파트,0,0,0,F,N,N,N,N,0,0,35,2,0,0,0,0,0,0,Unknown,50대,Y
충남,아파트,0,0,0,M,N,N,N,N,0,0,128,0,0,0,0,0,0,0,Unknown,40대,Y
대구,아파트,0,0,0,F,N,Y,N,N,0,0,117,0,0,0,0,0,0,0,Unknown,50대,Y
경북,아파트,0,0,0,F,N,N,N,Unknown,0,0,140,0,0,0,0,0,0,0,Unknown,40대,Y
인천,아파트,0,0,0,M,N,N,N,Unknown,0,0,118,0,0,0,0,0,0,0,Unknown,70대,Y
경기,아파트,0,0,0,M,N,N,N,N,0,0,5,32,0,0,0,0,0,0,Unknown,50대,Y
경기,아파트,0,0,0,F,Y,N,N,Unknown,0,0,126,12,0,0,0,0,0,0,Unknown,50대,Y
부산,아파트,0,0,0,F,N,N,N,N,0,0,17,20,0,0,0,0,0,0,Unknown,60대,Y
서울,단독주택,0,0,0,F,N,Y,N,N,1,0,5,32,0,0,0,0,0,0,광랜,60대,Y
경기,아파트,0,0,0,F,N,N,N,Y,0,0,10,27,0,0,0,0,0,0,Unknown,40대,Y
서울,아파트,0,0,0,M,N,N,N,N,0,0,51,0,0,0,0,0,0,0,Unknown,30대,Y
경북,아파트,0,0,0,M,N,N,N,N,0,0,19,18,0,0,0,0,0,0,Unknown,70대,Y
충남,아파트,0,0,0,F,N,N,N,N,0,0,117,0,0,0,0,0,0,0,Unknown,60대,Y
충북,단독주택,0,0,0,F,N,N,N,N,0,0,74,0,0,0,0,0,0,0,Unknown,50대,Y
서울,공동주택,0,0,0,F,N,N,N,N,0,0,96,0,0,0,0,0,0,0,Unknown,60대,Y
경기,아파트,0,0,0,M,Y,N,N,N,0,0,33,4,0,0,0,0,0,0,Unknown,60대,Y
경남,아파트,0,0,0,M,Y,N,N,N,0,0,87,0,0,0,0,0,0,0,Unknown,60대,Y
서울,공동주택,0,0,0,M,N,N,N,N,0,0,44,0,0,0,0,0,0,0,Unknown,50대,Y
전남,아파트,0,0,0,M,N,N,N,N,0,0,38,0,0,0,0,0,0,0,Unknown,40대,Y
경기,아파트,0,0,0,M,N,N,N,N,0,0,48,0,0,0,0,0,0,0,Unknown,40대,Y
인천,일반건물,0,0,0,M,N,N,N,N,0,0,9,28,0,0,0,0,0,0,Unknown,50대,Y
부산,아파트,0,0,0,M,N,Y,N,N,0,0,109,0,0,1,0,0,0,0,Unknown,60대,Y
경북,아파트,0,0,0,M,N,N,N,Y,0,0,1,36,0,0,0,0,0,0,Unknown,50대,Y
서울,아파트,0,0,0,F,N,N,N,N,0,0,37,2,0,0,0,0,0,0,Unknown,40대,Y
대전,아파트,0,0,0,M,Y,N,N,N,0,0,109,28,0,0,0,0,0,0,Unknown,50대,Y
충북,아파트,0,0,0,M,N,N,N,Unknown,0,0,146,0,0,0,0,0,0,0,Unknown,40대,Y
경북,단독주택,0,0,0,M,N,N,N,N,0,0,102,0,0,0,0,0,0,0,Unknown,50대,Y
경기,아파트,0,0,0,M,Y,Y,N,N,1,0,298,0,0,0,0,0,0,0,광랜,70대,Y
충남,아파트,0,0,0,F,N,N,N,Y,0,0,35,2,0,0,0,0,0,0,Unknown,60대,Y
경기,단독주택,0,0,0,M,N,Y,N,N,1,0,29,7,0,0,0,0,0,0,기가라이트,80대,Y
제주,공동주택,0,0,0,F,N,N,N,N,0,0,70,0,0,0,0,0,0,0,Unknown,20대,Y
인천,일반건물,0,0,0,Unknown,N,N,N,N,0,0,22,15,0,0,0,0,0,0,Unknown,50대,Y
광주,일반건물,0,0,0,M,N,N,N,N,0,0,73,0,0,0,0,0,0,0,Unknown,30대,Y
부산,아파트,0,0,0,F,N,N,N,N,0,0,49,0,0,0,0,0,0,0,Unknown,20대,Y
충북,아파트,0,0,0,M,Y,N,N,N,0,0,108,0,0,0,0,0,0,0,Unknown,20대,Y
대전,아파트,0,0,0,M,N,N,N,N,0,0,9,28,0,0,0,0,0,0,Unknown,40대,Y
서울,아파트,0,0,0,M,N,Y,N,Unknown,1,0,163,0,0,0,0,0,0,0,광랜,50대,Y
전남,일반건물,0,0,0,M,N,N,N,N,0,0,29,8,0,0,0,0,0,0,Unknown,30대,Y
서울,아파트,0,0,0,M,N,N,N,N,0,0,1,36,0,0,0,0,0,0,Unknown,50대,Y
경기,아파트,0,0,0,M,Y,N,N,N,0,0,93,3,0,0,0,0,0,0,Unknown,50대,Y
경기,아파트,0,0,0,F,Y,Y,N,N,1,0,304,0,0,0,0,0,0,0,광랜,50대,Y
충북,공동주택,0,0,0,M,N,N,N,N,0,0,75,0,0,0,0,0,0,0,Unknown,60대,Y
강원,아파트,0,0,0,F,N,N,N,N,0,0,35,2,0,0,0,0,0,0,Unknown,50대,Y
서울,아파트,0,0,0,M,N,N,N,Unknown,0,0,146,0,0,0,0,0,0,0,Unknown,30대,Y
